Produto,Descrição,"Pontos Qualificaveis","Pontos Bonificaveis","Preço Venda Sugerido","Preço Consultor","Margem Lucro na Revenda",QTD EM CASA - FECHADOS,"Valor Em Estoque","Valor Investido",QTD EM CASA - ABERTOS
TOTALL,,,,,,,133,"R$ 9.181,36","R$ 4.540,22",6
#,#,#,#,#,#,#,#,#,#,#
60021,ROUTINE AGE REVERSE INSTANT ANTI - AGING,33.11,33.11,"R$ 199,00","R$ 59,90",232.22 %,,0,0,
60022,ROUTINE ÁGUA MICELAR,10.00,10.00,"R$ 39,00","R$ 19,50",100.00 %,,0,0,
60023,ROUTINE AGE REVERSE BOOSTER TREATMENT,55.00,55.00,"R$ 199,00","R$ 99,50",100.00 %,,0,0,
60024,ROUTINE AGE REVERSE INSTANT ANTI AGING COM 5 UNIDA,7.91,7.91,"R$ 49,00","R$ 14,90",228.86 %,,0,0,
60025,LENÇOS LIMPEZA MICELAR+VITAMINAS ROUTINE,6.22,6.22,"R$ 24,90","R$ 12,45",100.00 %,,0,0,
60026,AGUA TERMAL ROUTINE 75 ML,6.99,6.99,"R$ 39,90","R$ 13,97",185.61 %,,0,0,
60028,MASCARA DE ARGILA CLAREADORA ILLUMINA SOLUTION ROU,19.00,19.00,"R$ 79,00","R$ 39,50",100.00 %,,0,0,
60029,SERUM YOUNG SKIN COMPLEX CONCENT. NOTURNO REGENERA,22.00,24.47,"R$ 99,00","R$ 49,50",100.00 %,,0,0,
60030,MASCARA CARVÃO ATIVADO PEEL OFF ROUTINE,10.00,10.69,"R$ 44,90","R$ 22,45",100.00 %,,0,0,
60031,ACIDO GLICOLICO ROUTINE,19.01,21.16,"R$ 69,00","R$ 34,50",100.00 %,,0,0,
60032,ROUTINE ACNE CONTROL GEL SECATIVO,10.00,10.00,"R$ 43,00","R$ 21,50",100.00 %,,0,0,
60033,ROUTINE ACNE CONTROL AGUA MICELAR,16.25,16.25,"R$ 65,00","R$ 32,50",100.00 %,,0,0,
60034,ROUTINE ACNE CONTROL GEL DE LIMPEZA FACIAL,11.25,11.25,"R$ 45,00","R$ 22,50",100.00 %,,0,0,
60035,ROUTINE ACNE CONTROL HIDRATANTE FACIAL,12.63,12.63,"R$ 48,00","R$ 24,00",100.00 %,,0,0,
70000,REVISTA HINODE - EDIÇÃO Nº03,4.00,4.00,"R$ 9,00","R$ 9,00",0.00 %,,0,0,
74000,SHAMPOO 200 ML- MANIA DE ALEGRIA,7.93,7.93,"R$ 34,90","R$ 17,45",100.00 %,,0,0,
74001,HIDRATANTE BABY 150 ML-MANIA DE ALEGRIA,8.84,8.84,"R$ 38,90","R$ 19,45",100.00 %,,0,0,
74002,SABON. LIQ.DA CABECA AOS PES RELAX. BABY 200 ML-MANIA DE ALE,8.38,8.38,"R$ 36,90","R$ 18,45",100.00 %,1,"R$ 36,90","R$ 18,45",
75000,MANIA DE ALEGRIA SHAMPOO PARA CABELOS CLAROS,7.00,7.00,"R$ 27,00","R$ 13,50",100.00 %,,0,0,
75001,MANIA DE ALEGRIA CONDICIONADOR PARA CABELOS CLAROS,7.00,7.00,"R$ 27,00","R$ 13,50",100.00 %,,0,0,
75002,MANIA DE ALEGRIA SHAMPOO PARA CABELOS CACHEADOS,7.00,7.00,"R$ 27,00","R$ 13,50",100.00 %,,0,0,
75003,MANIA DE ALEGRIA CONDICIONADOR PARA CABELOS CACHEA,7.00,7.00,"R$ 27,00","R$ 13,50",100.00 %,,0,0,
75004,MANIA DE ALEGRIA SHAMPOO PARA CABELOS LISOS,7.00,7.00,"R$ 27,00","R$ 13,50",100.00 %,,0,0,
75005,MANIA DE ALEGRIA CONDICIONADOR PARA CABELOS LISOS,7.00,7.00,"R$ 27,00","R$ 13,50",100.00 %,,0,0,
75006,MANIA DE ALEGRIA CREME PARA PENTEAR,5.95,5.95,"R$ 25,00","R$ 10,63",135.18 %,,0,0,
75007,MANIA DE ALEGRIA SABONETE LÍQUIDO,5.95,5.95,"R$ 27,00","R$ 11,48",135.19 %,,0,0,
75008,MANIA DE ALEGRIA GEL CAPILAR,5.10,5.10,"R$ 20,00","R$ 8,50",135.29 %,,0,0,
75009,MANIA DE ALEGRIA COLÔNIA MENINA,15.30,15.30,"R$ 69,00","R$ 29,33",135.25 %,,0,0,
75010,MANIA DE ALEGRIA COLÔNIA MENINO,13.50,13.50,"R$ 69,00","R$ 25,88",166.62 %,,0,0,
75011,MANIA DE ALEGRIA KIDS SHAMPOO PARA TODO TIPO DE CABELO,7.42,7.42,"R$ 31,90","R$ 15,95",100.00 %,1,"R$ 31,90","R$ 15,95",
75012,MANIA DE ALEGRIA KIDS CONDICIONADOR PARA TODO TIPO DE CABELO,7.32,7.32,"R$ 35,90","R$ 17,95",100.00 %,1,"R$ 35,90","R$ 17,95",
75013,MANIA DE ALEGRIA KIDS SABONETE LIQUIDO,7.98,7.98,"R$ 31,90","R$ 15,95",100.00 %,1,"R$ 31,90","R$ 15,95",
75014,MANIA DE ALEGRIA KIDS CREME DE PENTEAR,5.95,5.95,"R$ 25,00","R$ 12,50",100.00 %,,0,0,
75015,MANIA DE ALEGRIA KIDS GEL CAPILAR INFANTIL,5.24,5.24,"R$ 22,00","R$ 11,00",100.00 %,,0,0,
75017,MANIA DE ALEGRIA KIDS COLONIA MENINA 45 ML,11.65,11.65,"R$ 69,90","R$ 34,95",100.00 %,,0,0,
75018,MANIA DE ALEGRIA KIDS COLONIA MENINO 45 ML,11.65,11.65,"R$ 69,90","R$ 34,95",100.00 %,,0,0,
90150,AMOSTRA BODY SPLASH ILUMINADOR BLOG IN,.00,.00,"R$ 1,20","R$ 1,20",0.00 %,,0,0,
90277,AMOSTRA ÓLEO JOLI CUPUAÇU,.00,.00,"R$ 0,00","R$ 1,20",-100.00 %,,0,0,
90278,AMOSTRA ÓLEO JOLI CACAU,.00,.00,"R$ 0,00","R$ 1,20",-100.00 %,,0,0,
90284,AMOSTRA DE ÓLEO JOLI AVELÃ 4 ML,.00,.00,"R$ 0,00","R$ 1,20",-100.00 %,,0,0,
90399,AMOSTRA ETERNA,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
90400,AMOSTRA EMPIRE,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
90401,AMOSTRA ETERNA BLUE,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
90402,AMOSTRA EMPIRE INTENSE,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
90403,AMOSTRA GRACE,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
90404,AMOSTRA GRACE MIDNIGHT,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
90405,AMOSTRA GRAND,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
90406,AMOSTRA GRAND NOIR,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
90415,AMOSTRA DEO COL ADELAIDE ROSA COLOMBIANA,.00,.00,"R$ 1,20","R$ 1,20",0.00 %,,0,0,
90421,AMOSTRA ETERNA CRYSTAL,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
90422,AMOSTRA EMPIRE VIP,.50,.50,"R$ 1,60","R$ 1,60",0.00 %,,0,0,
620008,ENTRADA FEST 1 UNIDAD,.00,.00,"R$ 999,99","R$ 999,99",0.00 %,,0,0,
620011,INGRESSO HND EVENTO,.00,.00,"R$ 999,99","R$ 999,99",0.00 %,,0,0,
620012,INGRESSO HND EVENTO EM AREQUIPA,.00,.00,"R$ 999,99","R$ 999,99",0.00 %,,0,0,
631014,CATALOGO GRUPO HINODE CICLO 4,.00,.00,"R$ 6,00","R$ 6,00",0.00 %,,0,0,
650003,MOLESKINE HINODE - PRETA,.00,.00,"R$ 39,90","R$ 39,90",0.00 %,,0,0,
650004,CANETA ESFERO PLÁSTICA HINODE - AZUL BEBE,.00,.00,"R$ 4,90","R$ 4,90",0.00 %,,0,0,
650005,CANETA ESFERO PLÁSTICA HINODE - VERDE ESCURO,.00,.00,"R$ 4,90","R$ 4,90",0.00 %,,0,0,
650006,CANETA ESFERO PLÁSTICA HINODE - PRETA,.00,.00,"R$ 4,90","R$ 4,90",0.00 %,,0,0,
650007,CANETA ESFERO PLÁSTICA HINODE - VERMELHO,.00,.00,"R$ 4,90","R$ 4,90",0.00 %,,0,0,
650008,CANETA ESFERO ALUMÍNIO HINODE - PRETA,.00,.00,"R$ 13,90","R$ 13,90",0.00 %,,0,0,
650009,CANETA ESFERO ALUMÍNIO HINODE - AZUL ROYAL,.00,.00,"R$ 13,90","R$ 13,90",0.00 %,,0,0,
650010,"CAMISETA FEMININA APAIXONADOS, CONTAGIANTES, TEMOS ESTILO HI",.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650011,"CAMISETA FEMININA APAIXONADOS, CONTAGIANTES, TEMOS ESTILO HI",.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650012,"CAMISETA FEMININA APAIXONADOS, CONTAGIANTES, TEMOS ESTILO HI",.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650013,"CAMISETA FEMININA APAIXONADOS, CONTAGIANTES, TEMOS ESTILO HI",.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650014,"CAMISETA FEMININA APAIXONADOS, CONTAGIANTES, TEMOS ESTILO HI",.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650015,SHAKEIRA DETALHE VERMELHO HINODE - PRETA,.00,.00,"R$ 29,90","R$ 29,90",0.00 %,,0,0,
650016,SHAKEIRA DETALHE AZUL ROYAL HINODE - PRETA,.00,.00,"R$ 29,90","R$ 29,90",0.00 %,,0,0,
650017,SQUEEZE INOX E ACRILICO SUCESSO HINODE - CINZA ESCURO,.00,.00,"R$ 29,90","R$ 29,90",0.00 %,,0,0,
650018,SQUEEZE INOX E ACRILICO SOMOS O FUTURO 4.0 HINODE - PRATA,.00,.00,"R$ 29,90","R$ 29,90",0.00 %,,0,0,
650019,"CAMISA MASCULINA APAIXONADOS, CONTAGIANTES, TEMOS ESTILO HIN",.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650020,"CAMISA MASCULINA APAIXONADOS, CONTAGIANTES, TEMOS ESTILO HIN",.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650021,"CAMISA MASCULINA APAIXONADOS, CONTAGIANTES, TEMOS ESTILO HIN",.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650022,"CAMISA MASCULINA APAIXONADOS, CONTAGIANTES, TEMOS ESTILO HIN",.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650023,"CAMISA MASCULINA APAIXONADOS, CONTAGIANTES, TEMOS ESTILO HIN",.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650024,CAMISETA FEMININA DIANTE DE UMA DIFICULDADE HINODE - CINZA -,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650025,CAMISETA FEMININA DIANTE DE UMA DIFICULDADE HINODE - CINZA -,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650026,CAMISETA FEMININA DIANTE DE UMA DIFICULDADE HINODE - CINZA -,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650027,CAMISETA FEMININA DIANTE DE UMA DIFICULDADE HINODE - CINZA -,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650028,CAMISETA FEMININA DIANTE DE UMA DIFICULDADE HINODE - CINZA -,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650029,CAMISETA MASCULINA DIANTE DE UMA DIFICULDADE HINODE - CINZA,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650030,CAMISETA MASCULINA DIANTE DE UMA DIFICULDADE HINODE - CINZA,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650031,CAMISETA MASCULINA DIANTE DE UMA DIFICULDADE HINODE - CINZA,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650032,CAMISETA MASCULINA DIANTE DE UMA DIFICULDADE HINODE - CINZA,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650033,CAMISETA MASCULINA DIANTE DE UMA DIFICULDADE HINODE - CINZA,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650034,CAMISETA MASCULINA ENTUSIASMADO HINODE - BRANCA - P,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650035,CAMISETA MASCULINA ENTUSIASMADO HINODE - BRANCA - M,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650036,CAMISETA MASCULINA ENTUSIASMADO HINODE - BRANCA - G,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650037,CAMISETA MASCULINA ENTUSIASMADO HINODE - BRANCA - GG,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650038,CAMISETA MASCULINA ENTUSIASMADO HINODE - BRANCA - XG,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650039,CAMISETA 4.0 MASCULINA HINODE - PRETA - P,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650040,CAMISETA 4.0 MASCULINA HINODE - PRETA - M,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650041,CAMISETA 4.0 MASCULINA HINODE - PRETA - G,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650042,CAMISETA 4.0 MASCULINA HINODE - PRETA - GG,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650043,CAMISETA 4.0 MASCULINA HINODE - PRETA - XG,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650044,CAMISETA FEMININA ISSO É SÓ O COMEÇO HINODE - PRETA - P,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650045,CAMISETA FEMININA ISSO É SÓ O COMEÇO HINODE - PRETA - M,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650046,CAMISETA FEMININA ISSO É SÓ O COMEÇO HINODE - PRETA - G,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650047,CAMISETA FEMININA ISSO É SÓ O COMEÇO HINODE - PRETA - GG,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650048,CAMISETA FEMININA ISSO É SÓ O COMEÇO HINODE - PRETA - XG,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650049,CAMISETA MASCULINA ISSO E SO O COMEÇO - PRETA - P,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650050,CAMISETA MASCULINA SUCESSO É UMA QUESTÃO DE DECISÃO HINODE -,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650051,CAMISETA MASCULINA ISSO E SO O COMEÇO - PRETA - M,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650052,CAMISETA MASCULINA SUCESSO É UMA QUESTÃO DE DECISÃO HINODE -,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650053,CAMISETA MASCULINA ISSO E SO O COMEÇO - PRETA - G,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650054,CAMISETA MASCULINA SUCESSO É UMA QUESTÃO DE DECISÃO HINODE -,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650055,CAMISETA MASCULINA ISSO E SO O COMEÇO - PRETA - GG,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650056,CAMISETA MASCULINA SUCESSO É UMA QUESTÃO DE DECISÃO HINODE -,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650057,CAMISETA MASCULINA ISSO E SO O COMEÇO - PRETA - XG,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650058,CAMISETA MASCULINA SUCESSO É UMA QUESTÃO DE DECISÃO HINODE -,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650059,CAMISETA FEMININA SUCESSO É UMA QUESTÃO DE DECISÃO HINODE -,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650060,CAMISETA FEMININA NÃO HÁ NADA TÃO BOM HINODE - CINZA - P,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650061,CAMISETA FEMININA NÃO HÁ NADA TÃO BOM HINODE - CINZA - M,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650062,CAMISETA FEMININA SUCESSO É UMA QUESTÃO DE DECISÃO HINODE -,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650063,CAMISETA FEMININA NÃO HÁ NADA TÃO BOM HINODE - CINZA - G,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650064,CAMISETA FEMININA SUCESSO É UMA QUESTÃO DE DECISÃO HINODE -,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650065,CAMISETA FEMININA SUCESSO É UMA QUESTÃO DE DECISÃO HINODE -,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650066,CAMISETA FEMININA SUCESSO É UMA QUESTÃO DE DECISÃO HINODE -,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650067,CAMISETA MASCULINA PRODUTO HINODE - PRETA - P,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650068,CAMISETA MASCULINA PRODUTO HINODE - PRETA - M,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650069,CAMISETA MASCULINA PRODUTO HINODE - PRETA - G,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650070,CAMISETA MASCULINA PRODUTO HINODE - PRETA - GG,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650071,CAMISETA MASCULINA PRODUTO HINODE - PRETA - XG,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650072,CAMISETA FEMININA PRODUTO HINODE - PRETA - P,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650073,CAMISETA FEMININA PRODUTO HINODE - PRETA - M,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650074,CAMISETA FEMININA PRODUTO HINODE - PRETA - G,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650075,CAMISETA FEMININA PRODUTO HINODE - PRETA - GG,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650076,CAMISETA MASCULINA SE VOCÊ SOUBESSE O QUE EU SEI HINODE - PR,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650077,CAMISETA MASCULINA SE VOCÊ SOUBESSE O QUE EU SEI HINODE - PR,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650078,CAMISETA MASCULINA SE VOCÊ SOUBESSE O QUE EU SEI HINODE - PR,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650079,CAMISETA MASCULINA SE VOCÊ SOUBESSE O QUE EU SEI HINODE - PR,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650080,CAMISETA MASCULINA SE VOCÊ SOUBESSE O QUE EU SEI HINODE - PR,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650081,CAMISETA FEMININA PRODUTO HINODE - PRETA - XG,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650082,CAMISETA FEMININA SE VOCÊ SOUBESSE O QUE EU SEI HINODE - PRE,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650083,CAMISETA FEMININA SE VOCÊ SOUBESSE O QUE EU SEI HINODE - PRE,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650084,CAMISETA FEMININA SE VOCÊ SOUBESSE O QUE EU SEI HINODE - PRE,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650085,CAMISETA FEMININA SE VOCÊ SOUBESSE O QUE EU SEI HINODE - PRE,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650086,CAMISETA FEMININA SE VOCÊ SOUBESSE O QUE EU SEI HINODE - PRE,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650087,CAMISETA FEMININA NÃO HÁ NADA TÃO BOM HINODE - CINZA - GG,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650088,CAMISETA FEMININA NÃO HÁ NADA TÃO BOM HINODE - CINZA - XG,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650089,CAMISETA MASCULINA NÃO HÁ NADA TÃO BOM HINODE - CINZA - P,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650090,CAMISETA MASCULINA NÃO HÁ NADA TÃO BOM HINODE - CINZA - M,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650091,CAMISETA MASCULINA NÃO HÁ NADA TÃO BOM HINODE - CINZA - GG,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650092,CAMISETA MASCULINA NÃO HÁ NADA TÃO BOM HINODE - CINZA - XG,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650093,CAMISETA MASCULINA NÃO HÁ NADA TÃO BOM HINODE - CINZA - G,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650104,CAMISETA 4.0 MASCULINA HINODE - PRETA - P,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650105,CAMISETA 4.0 MASCULINA HINODE - PRETA - M,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650106,CAMISETA 4.0 MASCULINA HINODE - PRETA - G,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650107,CAMISETA 4.0 MASCULINA HINODE - PRETA - GG,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650108,CAMISETA 4.0 MASCULINA HINODE - PRETA - XG,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650109,CAMISETA 4.0 FEMININA HINODE - BRANCA - XG,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650110,CAMISETA 4.0 FEMININA HINODE - BRANCA - M,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650111,CAMISETA 4.0 FEMININA HINODE - BRANCA - G,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650112,CAMISETA 4.0 FEMININA HINODE - BRANCA - GG,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650113,CAMISETA 4.0 FEMININA HINODE - PRETA - GG,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650114,CAMISETA 4.0 FEMININA HINODE - PRETA - XG,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650115,CAMISETA 4.0 FEMININA HINODE - BRANCA - P,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650116,CAMISETA 4.0 FEMININA HINODE - PRETA - P,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650117,CAMISETA 4.0 FEMININA HINODE - PRETA - M,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650118,CAMISETA 4.0 FEMININA HINODE - PRETA - G,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650119,CAMISETA FEMININA ENTUSIASMADA HINODE - BRANCA - G,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650120,CAMISETA FEMININA ENTUSIASMADA HINODE - BRANCA - GG,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650121,CAMISETA FEMININA ENTUSIASMADA HINODE - BRANCA - XG,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650122,CAMISETA FEMININA ENTUSIASMADA HINODE - BRANCA - P,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650123,CAMISETA FEMININA ENTUSIASMADA HINODE - BRANCA - M,.00,.00,"R$ 49,90","R$ 49,90",0.00 %,,0,0,
650124,CAMISETA VOLEI FEMININA HINODE - ROXO - XG,.00,.00,"R$ 99,00","R$ 99,00",0.00 %,,0,0,
650125,CAMISETA VOLEI FEMININA HINODE - ROXO - M,.00,.00,"R$ 99,00","R$ 99,00",0.00 %,,0,0,
650126,CAMISETA VOLEI FEMININA HINODE - ROXO - G,.00,.00,"R$ 99,00","R$ 99,00",0.00 %,,0,0,
650127,CAMISETA VOLEI FEMININA HINODE - ROXO - GG,.00,.00,"R$ 99,00","R$ 99,00",0.00 %,,0,0,
650128,CAMISETA VOLEI FEMININA HINODE - AZUL - XG,.00,.00,"R$ 99,00","R$ 99,00",0.00 %,,0,0,
650129,CAMISETA VOLEI FEMININA HINODE - ROXO - PP,.00,.00,"R$ 99,00","R$ 99,00",0.00 %,,0,0,
650130,CAMISETA VOLEI FEMININA HINODE - ROXO - P,.00,.00,"R$ 99,00","R$ 99,00",0.00 %,,0,0,
650131,CAMISETA VOLEI FEMININA HINODE - AZUL - M,.00,.00,"R$ 99,00","R$ 99,00",0.00 %,,0,0,
650132,CAMISETA VOLEI FEMININA HINODE - AZUL - G,.00,.00,"R$ 99,00","R$ 99,00",0.00 %,,0,0,
650133,CAMISETA VOLEI FEMININA HINODE - AZUL - GG,.00,.00,"R$ 99,00","R$ 99,00",0.00 %,,0,0,
650134,CAMISETA VOLEI MASCULINA HINODE - AZUL - XG,.00,.00,"R$ 99,00","R$ 99,00",0.00 %,,0,0,
650135,CAMISETA VOLEI FEMININA HINODE - AZUL - PP,.00,.00,"R$ 99,00","R$ 99,00",0.00 %,,0,0,
650136,CAMISETA VOLEI FEMININA HINODE - AZUL - P,.00,.00,"R$ 99,00","R$ 99,00",0.00 %,,0,0,
650137,CAMISETA VOLEI MASCULINA HINODE - AZUL - M,.00,.00,"R$ 99,00","R$ 99,00",0.00 %,,0,0,
650138,CAMISETA VOLEI MASCULINA HINODE - AZUL - G,.00,.00,"R$ 99,00","R$ 99,00",0.00 %,,0,0,
650139,CAMISETA VOLEI MASCULINA HINODE - AZUL - GG,.00,.00,"R$ 99,00","R$ 99,00",0.00 %,,0,0,
650140,CAMISETA VOLEI MASCULINA HINODE - AZUL - PP,.00,.00,"R$ 99,00","R$ 99,00",0.00 %,,0,0,
650141,CAMISETA VOLEI MASCULINA HINODE - AZUL - P,.00,.00,"R$ 99,00","R$ 99,00",0.00 %,,0,0,
650142,SHAKEIRA DETALHE CINZA HINODE - PRETA,.00,.00,"R$ 25,10","R$ 25,10",0.00 %,,0,0,
650143,SHAKEIRA DETALHE LARANJA HINODE - PRETA,.00,.00,"R$ 25,10","R$ 25,10",0.00 %,,0,0,
650144,SHAKEIRA DETALHE VERDE HINODE - PRETA,.00,.00,"R$ 25,10","R$ 25,10",0.00 %,,0,0,
650145,SQUEEZE INOX E ACRILICO HINODE 4.0 - CINZA ESCURO,.00,.00,"R$ 23,80","R$ 23,80",0.00 %,,0,0,
650146,SQUEEZE INOX E ACRILICO SOMOS O FUTURO 4.0 HINODE - PRATA,.00,.00,"R$ 23,80","R$ 23,80",0.00 %,,0,0,
650147,POP SOCKET GRUPO HINODE - PRETA,.00,.00,"R$ 8,40","R$ 8,40",0.00 %,,0,0,
650148,POP SOCKET HINODE 4.0 - PRETA,.00,.00,"R$ 8,40","R$ 8,40",0.00 %,,0,0,
650149,POP SOCKET HINODE - ROXO,.00,.00,"R$ 8,40","R$ 8,40",0.00 %,,0,0,
650150,POP SOCKET VOCÊ PODE TUDO HINODE - BRANCA,.00,.00,"R$ 8,40","R$ 8,40",0.00 %,,0,0,
